MaPhieuDG,MaHD,DiemPhucVu,DiemViTri,DiemMonAn,DiemKhongGian,DiemGiaCa
24625,177412,5,5,5,2,5
24626,265434,2,4,2,5,5
24627,221847,2,5,5,5,4
24628,20382,3,4,5,2,2
24629,237349,5,4,3,3,3
24630,264579,2,2,5,4,4
24631,131465,5,4,5,3,2
24632,67312,4,5,3,3,2
24633,20555,5,4,2,4,4
24634,271249,2,4,5,3,2
24635,82871,2,2,5,2,2
24636,161694,4,2,2,2,5
24637,214738,3,4,5,2,5
24638,212074,2,3,2,3,4
24639,185016,4,3,5,4,4
24640,34194,2,3,3,3,3
24641,112874,3,2,2,2,2
24642,40861,5,2,5,2,4
24643,183138,4,5,3,5,2
24644,275454,5,4,5,3,5
24645,211501,4,5,4,4,4
24646,263460,3,3,4,5,4
24647,229913,5,3,3,3,4
24648,238550,4,4,4,5,4
24649,90535,4,3,5,3,2
24650,71666,5,2,3,2,2
24651,127095,4,5,4,4,2
24652,244823,4,4,4,3,5
24653,256169,5,2,2,2,2
24654,194882,5,4,4,3,5
24655,129963,5,3,5,3,5
24656,135453,4,5,2,5,4
24657,10225,4,3,5,5,2
24658,267779,4,3,2,2,3
24659,16495,3,5,2,2,5
24660,141712,4,5,3,5,3
24661,25970,2,2,3,4,3
24662,198113,3,4,2,5,4
24663,173381,3,5,3,4,3
24664,37614,4,3,4,3,5
24665,280315,4,3,4,3,5
24666,123322,4,2,4,5,3
24667,253870,4,2,5,3,2
24668,133252,2,4,3,5,3
24669,74446,4,2,3,4,5
24670,273459,3,5,2,2,2
24671,44543,4,2,5,5,4
24672,245955,2,3,3,5,3
24673,152807,5,2,4,4,4
24674,128457,4,2,2,5,5
24675,21171,2,4,2,3,5
24676,51230,5,3,3,4,2
24677,267122,3,4,3,5,2
24678,28099,5,3,5,2,3
24679,176641,3,5,5,4,5
24680,297898,3,5,5,4,4
24681,222042,5,2,5,3,2
24682,6768,3,4,5,2,4
24683,181171,4,3,5,2,3
24684,48646,3,3,5,3,2
24685,81806,3,3,4,4,4
24686,83994,5,4,4,4,4
24687,157393,3,2,2,2,2
24688,187327,2,5,4,3,2
24689,105535,5,3,3,5,5
24690,131223,2,5,4,5,3
24691,215388,2,2,3,3,3
24692,29103,3,3,5,2,2
24693,279505,5,4,4,5,2
24694,263065,5,4,2,5,4
24695,104080,3,5,3,2,2
24696,27970,5,3,5,3,5
24697,127643,5,2,4,2,4
24698,45404,3,4,5,3,4
24699,266709,3,5,3,2,4
24700,93665,5,5,4,4,2
24701,25917,3,2,5,5,3
24702,174529,3,5,4,2,3
24703,175103,5,2,5,2,3
24704,181994,2,3,3,3,3
24705,103153,2,5,3,4,3
24706,86902,4,5,5,3,5
24707,101460,3,5,5,3,3
24708,80786,5,3,3,3,3
24709,75340,2,4,3,2,3
24710,90077,3,5,2,3,5
24711,41373,2,3,4,2,4
24712,226848,5,4,2,4,3
24713,224562,3,5,3,4,2
24714,238233,2,3,4,5,5
24715,198273,4,5,3,4,2
24716,77632,5,3,4,5,4
24717,4179,4,4,4,3,3
24718,44581,3,3,4,4,5
24719,254501,5,2,2,5,5
24720,171394,2,3,2,2,4
24721,235884,2,2,4,4,5
24722,215550,3,3,5,5,4
24723,70955,4,3,2,5,3
24724,18716,4,5,4,3,4
24725,273871,3,5,5,5,4
24726,243453,3,3,2,4,2
24727,61064,2,2,3,4,4
24728,113298,2,2,3,5,4
24729,294575,2,2,5,3,4
24730,189957,4,5,5,2,3
24731,92067,3,3,4,3,3
24732,184344,4,2,3,4,3
24733,66467,3,2,5,3,4
24734,160555,5,3,3,5,5
24735,210711,2,3,3,5,3
24736,206580,2,4,2,4,4
24737,75117,4,2,3,5,5
24738,100491,4,4,2,3,3
24739,57193,5,4,4,2,2
24740,59477,2,3,2,2,4
24741,50695,4,2,4,3,4
24742,7454,2,2,2,3,5
24743,75466,5,5,5,3,2
24744,109870,5,3,3,4,4
24745,297579,5,4,4,5,3
24746,28550,5,3,5,5,4
24747,67256,4,5,2,2,4
24748,263243,2,4,2,3,3
24749,162398,3,5,2,3,3
24750,76505,3,4,3,4,4
24751,2608,5,5,3,3,4
24752,177,2,2,2,3,2
24753,185431,2,5,4,4,3
24754,201201,2,3,3,2,5
24755,216855,5,3,2,5,4
24756,70762,5,3,4,5,2
24757,139456,5,2,5,3,5
24758,49615,2,2,2,5,5
24759,102847,5,4,3,4,2
24760,164243,4,5,3,3,2
24761,203120,2,3,4,4,4
24762,124342,2,4,4,2,3
24763,292197,4,3,2,5,4
24764,175657,4,4,3,3,5
24765,46803,4,3,3,2,2
24766,208247,5,3,3,2,2
24767,269104,2,4,3,4,3
24768,211073,5,2,3,3,4
24769,132262,4,2,4,5,4
24770,140671,3,4,3,2,4
24771,22519,3,5,3,3,5
24772,143719,3,4,2,5,4
24773,294475,3,3,3,4,5
24774,13638,2,2,3,2,3
24775,179927,2,4,2,4,5
24776,178192,2,4,5,5,4
24777,293003,5,2,4,4,5
24778,235126,3,5,4,4,2
24779,281827,2,5,2,3,2
24780,277346,4,5,3,3,3
24781,82524,5,3,4,3,3
24782,143261,3,3,3,2,3
24783,9151,2,4,3,3,5
24784,2272,4,3,2,2,5
24785,107518,2,5,4,5,4
24786,148450,4,3,2,2,2
24787,277547,2,3,4,5,2
24788,282554,4,2,4,5,5
24789,268991,4,5,4,5,5
24790,16979,3,3,3,5,4
24791,260413,5,3,3,2,2
24792,271148,3,5,4,4,4
24793,234308,5,5,4,2,3
24794,127683,5,5,2,4,5
24795,16661,4,5,3,5,2
24796,101237,2,3,2,2,2
24797,207748,3,2,3,5,4
24798,58805,3,2,3,5,3
24799,258198,5,4,2,5,5
24800,122272,2,3,3,3,2
24801,27305,3,3,3,4,5
24802,67664,4,2,5,4,3
24803,33438,2,2,3,3,3
24804,112024,4,3,5,3,4
24805,215661,5,3,5,4,4
24806,148602,4,5,3,4,3
24807,233791,2,2,5,3,3
24808,277720,2,2,3,2,3
24809,293117,4,3,5,5,2
24810,157857,2,5,2,3,2
24811,211167,4,4,4,5,3
24812,193862,2,5,3,5,3
24813,197325,3,3,2,4,4
24814,108851,3,2,3,4,2
24815,15616,4,4,2,3,3
24816,50108,2,2,3,4,5
24817,277804,4,3,3,4,2
24818,1045,4,3,2,5,3
24819,172654,3,4,4,4,3
24820,146318,4,5,4,5,2
24821,155317,2,5,3,2,5
24822,227726,5,3,4,5,4
24823,107484,2,3,2,4,2
24824,13872,3,5,2,2,5
24825,101997,4,4,5,4,5
24826,88187,5,5,2,5,4
24827,176478,4,4,2,2,4
24828,286735,4,4,3,2,3
24829,147187,3,4,2,4,2
24830,204899,2,2,4,4,5
24831,87567,5,4,3,5,4
24832,122223,3,4,2,5,4
24833,234944,5,5,4,4,2
24834,73476,2,5,2,4,5
24835,111166,5,4,4,5,5
24836,235558,4,3,3,4,4
24837,231443,4,3,4,4,4
24838,207442,3,2,3,5,4
24839,220783,4,4,2,4,5
24840,211758,3,3,5,5,4
24841,298742,5,3,4,5,2
24842,247335,2,2,3,3,2
24843,117225,5,2,3,2,2
24844,118636,3,2,5,5,4
24845,172691,2,5,4,5,3
24846,260661,3,5,2,3,5
24847,58650,5,2,2,3,4
24848,111149,2,2,4,2,3
24849,146974,4,3,3,5,5
24850,6345,5,2,2,5,3
24851,173508,3,5,2,2,5
24852,28507,4,2,2,4,3
24853,64370,2,5,3,4,4
24854,218947,4,3,5,5,2
24855,41584,3,3,5,4,3
24856,299465,4,5,2,2,3
24857,178535,5,5,5,4,5
24858,12420,2,4,3,3,4
24859,76765,2,5,2,5,5
24860,178841,5,2,2,2,2
24861,235085,4,3,4,3,5
24862,267643,2,3,3,5,4
24863,89184,2,3,3,5,4
24864,77752,4,3,2,4,5
24865,36395,3,5,4,3,2
24866,246244,4,5,2,5,2
24867,179628,5,3,5,4,4
24868,220142,5,4,3,5,5
24869,78176,5,5,4,4,5
24870,122594,2,4,5,3,5
24871,143284,5,3,4,3,3
24872,236697,2,4,3,5,3
24873,166482,5,5,2,4,4
24874,254661,5,5,3,3,5
24875,261711,4,4,4,2,4
24876,45914,5,2,4,3,5
24877,268383,4,5,2,3,5
24878,15442,3,2,3,3,2
24879,168144,3,5,5,5,2
24880,74943,3,2,5,5,4
24881,218404,2,4,4,4,5
24882,299319,4,3,4,2,4
24883,141939,4,4,5,4,4
24884,214739,2,5,3,4,3
24885,208394,3,4,4,5,3
24886,66520,3,2,4,5,2
24887,116731,3,5,4,2,4
24888,30233,3,5,4,5,5
24889,6919,2,2,3,3,4
24890,283539,5,2,3,5,3
24891,206216,4,3,4,3,5
24892,82716,2,5,2,4,4
24893,167933,3,2,4,5,4
24894,128889,5,2,3,3,3
24895,47239,2,2,3,2,2
24896,44368,5,5,2,2,3
24897,149761,2,5,2,5,4
24898,269391,4,2,4,3,4
24899,37404,4,3,3,4,3
24900,218315,4,4,2,4,5
24901,235719,2,3,3,2,2
24902,193157,5,5,4,3,5
24903,201724,5,4,3,3,3
24904,188804,2,2,3,4,4
24905,18539,5,2,3,3,2
24906,103916,4,5,4,5,3
24907,205321,3,3,4,2,4
24908,147587,2,3,5,5,4
24909,131403,3,5,5,3,2
24910,179387,5,4,2,2,2
24911,257022,2,5,5,3,5
24912,60155,5,5,2,5,3
24913,18206,5,4,2,2,4
24914,14754,5,2,2,5,2
24915,49209,4,4,4,3,5
24916,4031,2,4,5,4,3
24917,220396,3,3,3,4,2
24918,55404,5,2,5,3,5
24919,124750,3,5,4,4,3
24920,128649,5,3,4,4,3
24921,61125,4,3,2,4,4
24922,169792,5,2,4,4,3
24923,2323,4,4,5,3,2
24924,122987,4,4,3,3,4
24925,219361,5,5,5,4,4
24926,203156,5,5,2,5,4
24927,261838,3,4,2,2,5
24928,163850,5,4,2,3,4
24929,123277,2,3,2,3,3
24930,55528,4,4,4,5,3
24931,299907,3,2,3,4,4
24932,213327,5,4,2,3,5
24933,255664,3,4,2,3,3
24934,256909,4,5,4,3,5
24935,128393,2,4,5,4,2
24936,155466,5,5,4,5,4
24937,205030,2,3,4,3,5
24938,143999,2,4,4,3,2
24939,72088,2,3,2,2,3
24940,219096,3,3,3,5,2
24941,185870,3,4,5,4,3
24942,216101,2,5,4,5,4
24943,7533,3,2,2,5,4
24944,33232,3,5,5,3,5
24945,183846,2,2,2,4,3
24946,169788,3,2,5,5,2
24947,12908,2,5,3,2,3
24948,119155,3,5,4,5,5
24949,212085,4,2,2,2,2
24950,204053,2,2,5,4,3
24951,128563,2,4,3,2,3
24952,140760,5,3,2,2,3
24953,264380,2,2,5,4,3
24954,296360,4,2,3,2,4
24955,265969,5,3,5,2,3
24956,94019,4,2,2,2,2
24957,207252,2,4,4,3,2
24958,203263,4,4,2,2,3
24959,97500,4,5,3,3,3
24960,299052,3,4,3,5,2
24961,259567,5,2,3,4,3
24962,213800,4,5,2,2,4
24963,129233,3,3,2,5,4
24964,187369,2,4,5,4,5
24965,19282,3,5,2,3,5
24966,163979,2,2,2,3,3
24967,299348,2,4,2,5,5
24968,88196,2,4,2,2,4
24969,19348,4,2,2,3,5
24970,18162,3,2,2,4,5
24971,165617,3,3,3,4,2
24972,273636,2,2,3,4,3
24973,67555,4,5,3,4,3
24974,132324,3,5,4,3,2
24975,29887,5,4,5,4,2
24976,273894,5,3,4,4,4
24977,140608,2,3,5,4,4
24978,93855,5,3,2,2,2
24979,91527,5,4,4,4,2
24980,172258,4,3,2,3,2
24981,57401,4,4,2,2,4
24982,160296,2,3,2,2,5
24983,64360,5,4,2,3,5
24984,255354,5,5,3,3,5
24985,236625,3,4,2,3,3
24986,247134,4,4,2,3,2
24987,1017,3,3,3,3,2
24988,193019,4,3,3,4,4
24989,212579,2,4,3,4,5
24990,56337,5,5,2,3,3
24991,114531,5,3,3,5,3
24992,177848,3,4,3,4,5
24993,2197,3,2,5,5,3
24994,289796,4,5,5,3,3
24995,162917,2,3,2,3,3
24996,238638,2,2,2,5,3
24997,152655,2,4,2,2,2
24998,251107,5,3,5,3,2
24999,247626,5,4,4,3,4
25000,228504,4,3,2,5,5
25001,43686,3,4,4,4,3
25002,98937,2,3,5,4,4
25003,35126,3,4,4,2,4
25004,247186,2,4,4,4,2
25005,204704,2,4,3,4,4
25006,187740,5,5,5,3,4
25007,60074,5,5,4,4,5
25008,14326,4,3,3,5,2
25009,1450,2,3,5,3,2
25010,139368,2,2,3,4,2
25011,116897,2,3,4,5,3
25012,47975,3,5,4,3,5
25013,173303,4,3,2,2,4
25014,197929,5,2,3,4,5
25015,145320,4,5,2,2,2
25016,255444,2,2,3,3,4
25017,49865,5,3,4,3,5
25018,30495,5,3,3,3,2
25019,126753,2,3,5,4,3
25020,11101,5,2,2,2,3
25021,17408,5,2,4,4,2
25022,261888,5,4,4,4,3
25023,61028,3,3,3,4,2
25024,42397,2,5,5,5,5
25025,261795,3,3,3,5,5
25026,170556,3,3,4,4,4
25027,139481,4,4,3,3,3
25028,58007,5,3,3,3,2
25029,178796,2,4,2,2,4
25030,190040,2,4,5,5,4
25031,252691,2,4,3,5,3
25032,238853,4,2,3,5,4
25033,286572,5,3,3,5,3
25034,290064,2,2,2,4,4
25035,56974,2,3,2,5,5
25036,211737,3,3,4,3,5
25037,106450,5,2,4,5,4
25038,200834,4,3,5,4,4
25039,230316,2,4,4,4,5
25040,236684,2,5,3,5,3
25041,133226,4,4,2,4,4
25042,4676,4,4,4,4,5
25043,118485,4,3,2,4,4
25044,262998,5,5,2,2,4
25045,26733,3,2,5,5,2
25046,223425,5,5,3,3,2
25047,68901,4,2,3,3,2
25048,76008,2,4,2,3,4
25049,124635,2,3,3,3,5
25050,59358,2,3,3,4,3
25051,164734,5,3,3,3,5
25052,70336,5,2,5,4,2
25053,5745,5,5,5,5,5
25054,40206,3,5,4,5,3
25055,130098,3,5,3,2,3
25056,125841,2,4,2,2,4
25057,232027,4,5,5,4,3
25058,292574,3,3,5,2,5
25059,155152,5,3,2,3,5
25060,274843,5,2,4,3,5
25061,71740,5,2,2,5,2
25062,101131,4,2,4,4,5
25063,237273,3,5,5,4,3
25064,22413,4,4,2,4,5
25065,122903,5,5,4,2,3
25066,42850,2,5,4,2,2
25067,233648,3,2,5,2,2
25068,292702,2,4,3,5,4
25069,135317,3,3,3,2,2
25070,250027,3,4,4,3,2
25071,268020,3,5,3,3,4
25072,158300,3,3,2,5,4
25073,156122,4,4,5,4,2
25074,64131,3,5,5,4,4
25075,55989,5,4,4,2,2
25076,19327,3,5,2,3,2
25077,277946,4,3,2,4,4
25078,282111,3,4,4,3,4
25079,277588,5,2,5,2,3
25080,158816,2,4,4,5,4
25081,42522,4,4,5,2,2
25082,262173,4,5,2,4,3
25083,111985,2,5,4,2,3
25084,190528,2,2,2,5,2
25085,40,3,3,3,3,2
25086,8834,4,4,2,2,5
25087,120466,2,2,4,2,3
25088,87794,3,2,5,2,2
25089,232600,4,5,2,4,4
25090,110254,2,2,2,5,3
25091,293297,2,2,4,5,2
25092,58356,4,5,2,4,4
25093,298221,3,2,5,4,3
25094,198616,5,4,4,3,5
25095,103416,3,4,4,4,4
25096,199723,5,3,4,3,3
25097,42026,5,5,3,2,2
25098,133025,4,2,3,2,4
25099,236943,4,3,2,5,3
25100,472,4,4,2,2,3
25101,186700,5,2,4,4,5
25102,97875,2,5,2,5,5
25103,185147,3,2,2,2,4
25104,207738,5,2,2,3,2
25105,277858,4,5,3,4,2
25106,224181,4,2,5,3,2
25107,56829,2,2,4,3,5
25108,137285,2,4,4,3,5
25109,61929,5,4,2,3,5
25110,90820,4,4,5,5,2
25111,61644,3,3,5,2,3
25112,59647,2,4,4,4,5
25113,40782,2,5,3,4,5
25114,295963,5,3,3,5,5
25115,198214,5,4,4,3,5
25116,31921,3,5,4,2,4
25117,85770,3,2,5,4,4
25118,44443,3,3,3,4,4
25119,51511,4,2,3,3,3
25120,241072,2,3,2,2,5
25121,130643,2,3,3,5,4
25122,288295,5,5,4,2,3
25123,154766,5,3,2,3,4
25124,233532,3,3,5,4,2
25125,270191,2,3,2,2,2
25126,289117,3,4,2,2,3
25127,98488,5,4,5,5,2
25128,101456,2,2,5,2,4
25129,277844,3,3,4,4,5
25130,181725,3,4,3,4,3
25131,146365,3,5,5,5,4
25132,241251,5,4,5,5,2
25133,169738,5,2,5,4,2
25134,285607,2,4,2,5,3
25135,86969,5,2,4,3,5
25136,146051,5,2,4,5,2
25137,289936,3,5,5,2,5
25138,78645,3,2,5,3,4
25139,95144,5,5,2,2,2
25140,192265,5,4,4,4,5
25141,68282,2,5,2,5,3
25142,201910,2,5,5,4,2
25143,145078,3,5,4,5,4
25144,252733,3,4,4,2,2
25145,265378,3,5,5,5,5
25146,60326,2,4,2,5,2
25147,199300,5,5,4,5,5
25148,142729,5,4,5,4,5
25149,55411,2,3,4,2,5
25150,75104,5,4,4,2,4
25151,141022,5,5,5,4,3
25152,287747,3,5,5,5,2
25153,184849,3,5,3,3,2
25154,151031,4,3,5,2,2
25155,106474,3,4,2,5,4
25156,80156,5,4,3,3,3
25157,161282,2,2,2,5,2
25158,32281,5,4,2,5,5
25159,290148,4,4,2,3,2
25160,221310,3,4,2,5,2
25161,192476,2,2,3,2,3
25162,140838,4,5,4,4,5
25163,17626,3,4,2,3,3
25164,270651,4,2,2,3,3
25165,180122,2,4,5,3,4
25166,88257,3,2,3,2,5
25167,166926,4,4,4,5,4
25168,84466,4,5,4,5,2
25169,212479,3,4,2,3,3
25170,264287,4,5,3,2,4
25171,183953,5,3,2,3,2
25172,123974,5,5,3,2,4
25173,159930,4,2,5,2,4
25174,27950,3,5,5,4,4
25175,223745,5,3,3,4,3
25176,95279,2,3,3,2,4
25177,26850,5,4,3,2,4
25178,4887,5,5,2,5,3
25179,197056,3,3,4,5,3
25180,20303,5,4,5,3,3
25181,223796,2,4,3,4,2
25182,268983,5,2,4,4,4
25183,298073,3,5,4,3,2
25184,91043,2,2,3,3,5
25185,280139,4,2,4,5,3
25186,65405,4,4,5,2,2
25187,126548,4,3,3,2,4
25188,280416,4,4,5,5,2
25189,82474,5,5,4,2,4
25190,165218,4,5,4,5,2
25191,81365,3,3,2,2,5
25192,130786,4,3,2,4,4
25193,180682,5,3,2,4,4
25194,204706,5,2,5,4,5
25195,112934,4,5,4,4,3
25196,73262,4,2,5,3,3
25197,61473,3,4,2,2,5
25198,207434,2,4,4,2,4
25199,136381,4,5,3,2,4
25200,78944,4,5,4,5,4
25201,147120,3,5,2,5,5
25202,214610,5,2,3,3,4
25203,184731,5,3,5,5,4
25204,65865,3,2,4,2,3
25205,122002,5,4,3,2,3
25206,134418,3,2,2,3,2
25207,84167,2,5,5,5,4
25208,228256,2,5,5,5,2
25209,217954,2,4,5,2,5
25210,96354,5,3,5,5,2
25211,21770,2,5,4,4,3
25212,296388,2,2,4,2,4
25213,112634,2,2,2,4,4
25214,285065,5,2,4,3,4
25215,184214,5,5,5,2,5
25216,185920,2,5,5,3,5
25217,156178,5,5,2,3,3
25218,287618,4,3,2,3,5
25219,242660,3,4,2,3,3
25220,196183,4,3,4,2,4
25221,16862,5,2,2,3,3
25222,169193,3,5,5,3,2
25223,238615,4,3,4,2,5
25224,116498,2,3,5,5,5
25225,128359,4,3,3,5,4
25226,201596,3,3,2,2,2
25227,62593,3,5,2,5,5
25228,2391,2,2,5,5,3
25229,252582,2,4,2,3,4
25230,69603,3,5,2,2,2
25231,161665,5,2,2,2,3
25232,26975,4,3,2,3,4
25233,255864,3,4,3,3,3
25234,287657,5,3,4,5,5
25235,227748,3,5,2,4,5
25236,290296,4,5,4,3,2
25237,154912,2,4,4,5,2
25238,263366,4,4,2,5,4
25239,23243,2,2,2,2,2
25240,157826,2,2,4,4,5
25241,259803,3,3,4,3,4
25242,51483,5,4,2,3,3
25243,251476,5,5,5,5,4
25244,59183,5,2,5,5,5
25245,33774,2,3,5,3,5
25246,194997,3,2,4,5,2
25247,36180,2,5,2,3,2
25248,172546,3,2,4,3,3
25249,219841,3,4,2,3,2
25250,263338,2,5,3,4,3
25251,18730,4,4,3,2,2
25252,145098,4,2,3,4,2
25253,217553,3,5,2,2,2
25254,257631,2,4,4,2,2
25255,62114,5,4,4,5,5
25256,185348,5,5,3,2,2
25257,81263,4,4,5,3,4
25258,262007,3,2,5,3,3
25259,42704,2,3,4,4,5
25260,291458,2,2,2,2,3
25261,36964,4,4,2,5,2
25262,166476,5,4,3,2,2
25263,155197,3,4,3,2,4
25264,6106,4,5,2,3,3
25265,132559,4,4,5,2,2
25266,82627,3,4,3,2,4
25267,63040,5,4,5,5,4
25268,87187,5,2,3,5,2
25269,166437,4,3,2,2,4
25270,20911,5,4,4,3,2
25271,30585,2,4,3,2,5
25272,119080,3,5,3,5,2
25273,287073,3,5,4,5,4
25274,202682,4,5,5,4,5
25275,157636,4,5,2,4,2
25276,192748,3,4,4,5,2
25277,136687,3,3,3,4,2
25278,80973,3,3,2,5,3
25279,14203,5,4,2,2,2
25280,282070,5,2,2,4,2
25281,207194,5,4,4,4,2
25282,156891,5,3,5,3,2
25283,72680,3,2,4,2,2
25284,214290,5,3,4,4,5
25285,900,5,5,4,4,4
25286,141271,4,3,4,3,3
25287,270404,4,2,4,4,4
25288,260415,3,4,3,5,5
25289,259166,5,4,4,2,5
25290,68152,3,4,3,2,3
25291,172933,4,3,3,5,5
25292,146212,2,4,4,2,4
25293,87776,2,4,5,3,5
25294,113757,5,5,5,5,5
25295,257531,2,2,4,3,4
25296,283898,3,2,4,5,4
25297,273617,3,4,4,2,3
25298,6713,5,5,4,2,4
25299,35366,2,3,3,3,3
25300,191115,4,4,5,3,4
25301,187050,4,5,4,4,4
25302,299100,5,4,3,5,3
25303,127433,4,2,2,3,3
25304,55881,5,2,2,2,3
25305,41526,3,3,3,2,2
25306,271200,2,2,3,5,2
25307,102776,3,3,5,5,4
25308,256999,3,3,2,3,2
25309,62987,4,3,4,3,2
25310,166866,3,3,5,2,5
25311,3469,2,3,4,4,3
25312,75471,2,3,3,2,5
25313,169706,2,4,5,4,5
25314,200187,5,2,4,4,4
25315,288043,5,3,4,3,4
25316,174446,3,5,2,4,5
25317,159308,3,3,5,4,4
25318,54020,3,2,3,4,2
25319,55112,3,4,4,3,2
25320,298812,4,2,2,5,3
25321,134382,5,3,2,2,2
25322,82021,4,5,5,3,3
25323,290841,3,4,5,5,4
25324,83202,4,2,5,4,2
25325,186544,5,3,3,4,5
25326,166205,5,2,3,2,3
25327,31715,5,3,4,4,2
25328,239663,2,4,2,5,3
25329,246863,5,2,4,4,5
25330,298162,5,2,2,2,4
25331,152826,2,5,5,5,5
25332,205495,5,3,3,3,2
25333,187967,3,2,4,3,2
25334,250327,4,5,2,2,3
25335,17656,3,4,4,5,2
25336,236597,2,4,5,5,3
25337,99619,5,3,5,3,2
25338,101196,3,4,4,4,5
25339,155566,2,4,4,5,3
25340,90171,5,3,4,5,4
25341,191566,5,4,5,2,2
25342,209486,4,4,3,2,5
25343,45599,4,2,2,3,2
25344,92003,5,3,5,2,4
25345,274711,2,5,5,3,4
25346,275367,3,2,4,4,2
25347,144344,3,4,4,4,5
25348,260158,5,4,3,2,5
25349,92989,2,4,3,2,2
25350,26150,3,2,5,4,3
25351,138118,2,2,3,5,2
25352,139787,5,2,4,5,4
25353,135619,2,5,2,2,4
25354,135615,2,5,5,2,3
25355,268573,3,2,5,4,5
25356,18390,4,4,3,3,2
25357,239820,5,4,4,3,4
25358,67293,4,5,4,3,2
25359,95190,2,2,4,3,3
25360,82662,3,5,4,4,3
25361,138194,5,3,5,4,3
25362,69300,4,4,4,3,3
25363,102760,2,4,5,5,4
25364,209540,3,5,4,4,3
25365,163324,2,5,3,2,5
25366,148654,3,2,4,4,3
25367,240765,3,5,4,5,4
25368,196258,5,3,3,5,5
25369,159978,2,3,2,5,5
25370,30452,3,5,2,5,3
25371,119271,5,2,5,2,5
25372,147796,4,5,3,2,5
25373,33670,2,4,2,2,4
25374,211181,3,2,3,2,5
25375,145537,5,3,2,5,3
25376,84281,5,2,4,5,4
25377,137765,5,3,2,5,2
25378,24212,5,4,2,3,3
25379,264338,5,4,4,5,4
25380,135345,4,3,3,4,2
25381,79209,3,4,4,5,5
25382,173581,3,5,3,3,2
25383,54827,5,5,4,3,3
25384,110389,3,2,2,4,3
25385,203967,3,2,3,5,2
25386,68425,2,5,3,3,3
25387,42434,2,2,5,3,4
25388,106369,4,2,5,2,3
25389,193213,3,5,5,4,2
25390,31488,5,2,4,5,5
25391,131610,5,5,5,3,5
25392,111416,2,5,3,3,2
25393,109748,4,5,2,3,3
25394,4810,3,4,3,4,4
25395,189544,5,5,5,3,5
25396,235615,2,4,2,3,5
25397,208667,4,5,3,3,5
25398,111629,3,3,2,2,3
25399,203886,5,5,2,4,3
25400,84365,3,5,2,5,2
25401,279063,3,5,3,4,3
25402,223298,2,4,4,2,3
25403,87549,3,4,4,2,5
25404,243609,3,5,4,3,2
25405,45945,2,5,3,3,3
25406,142268,2,2,4,2,3
25407,220002,5,5,2,2,3
25408,250933,4,3,2,5,4
25409,255271,3,4,2,3,5
25410,146191,2,5,4,5,4
25411,156710,4,2,3,2,5
25412,235684,3,4,2,2,2
25413,81464,2,2,4,4,3
25414,192109,4,2,3,3,5
25415,54097,5,2,4,4,3
25416,237245,3,5,4,3,2
25417,23150,2,5,3,2,3
25418,115815,2,4,5,3,3
25419,275668,2,4,3,3,2
25420,38273,5,3,5,3,2
25421,173013,2,2,5,2,4
25422,167996,3,3,2,4,3
25423,3840,5,5,4,4,4
25424,97746,4,2,2,4,4
25425,128669,5,2,3,2,5
25426,13688,3,2,4,5,4
25427,249953,5,2,3,3,4
25428,244216,2,3,3,5,5
25429,18751,3,5,3,5,2
25430,10823,5,5,5,3,2
25431,270016,2,2,2,2,5
25432,274533,5,3,5,4,4
25433,177564,2,4,2,4,3
25434,156492,3,3,2,4,4
25435,33306,4,4,3,4,4
25436,241465,3,5,4,4,4
25437,181311,5,5,3,4,4
25438,65195,3,4,5,2,4
25439,262347,3,5,3,3,2
25440,159665,4,4,4,2,5
25441,266759,3,2,5,3,4
25442,91360,4,3,2,4,5
25443,28024,5,4,2,2,4
25444,121752,5,4,4,3,5
25445,234188,2,2,5,5,2
25446,228540,2,5,5,2,5
25447,137300,3,4,3,2,3
25448,223311,3,4,2,3,3
25449,228417,4,3,5,2,4
25450,277017,2,4,3,4,4
25451,29131,3,4,5,3,4
25452,85231,2,4,3,2,3
25453,159329,4,3,4,2,5
25454,71276,5,2,2,2,4
25455,261664,4,4,5,2,4
25456,289068,3,2,3,4,2
25457,116414,4,2,5,3,2
25458,84954,5,2,5,2,3
25459,481,2,5,3,5,4
25460,251153,2,3,4,2,5
25461,179394,3,5,4,5,4
25462,117147,3,4,3,5,5
25463,250620,4,3,4,2,2
25464,27203,2,3,2,3,5
25465,22365,4,5,3,4,4
25466,293370,3,4,5,5,2
25467,52159,3,4,3,5,4
25468,256477,3,2,3,4,3
25469,123102,3,3,4,4,4
25470,280788,5,5,2,4,4
25471,28475,3,2,4,2,5
25472,175985,5,3,3,4,3
25473,196205,2,3,2,3,2
25474,261755,2,5,5,2,5
25475,154547,2,3,4,2,2
25476,243005,3,2,4,5,5
25477,62473,5,4,2,3,3
25478,48449,3,4,5,3,4
25479,74438,4,4,3,3,4
25480,8468,3,5,5,2,2
25481,7229,5,5,3,5,2
25482,149348,5,4,3,5,4
25483,161262,4,3,3,2,4
25484,264746,3,3,3,5,5
25485,280674,2,5,5,3,2
25486,209716,5,2,5,5,5
25487,140343,2,5,2,2,3
25488,234130,5,2,2,4,2
25489,116896,5,4,5,3,5
25490,274616,5,2,5,2,4
25491,80724,4,4,5,4,2
25492,29272,2,5,3,4,5
25493,110242,2,3,5,5,3
25494,251022,2,4,4,5,5
25495,113085,2,2,5,2,3
